filename,size,bucket,action,reason,first_line
COMPILATION_TEST_RESULTS_JAN18_2026.md,7572,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,# ✅ TOOL DISCOVERY SYSTEM - COMPILATION & TEST RESULTS
COMPLETE_DATABASE_AUDIT_RESULTS.md,9042,Debug,git mv -> archive/analysis_reports/,analysis/audit/research content,# Complete Database Audit Results
COMPLETE_FIX_SUMMARY_JAN2_2026.md,13155,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,# COMPLETE FIX SUMMARY - File Processing with Content Blocks
COMPLETE_FIX_SUMMARY_NOV22.md,10382,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# Complete Fix Summary - Message Save & Anthropic API
COMPLETE_FIX_VERIFICATION_NOV19.md,8991,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# Complete Fix Verification - Success ✅
COMPLETE_FIXES_SUMMARY_NOV22.md,14693,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Complete Fixes Summary - November 22, 2025"
COMPLETE_INITIALIZATION_MAP.md,46103,Suspicious,review-needed,no pattern matched - needs judgement,# 🔍 Complete System Initialization Analysis - AI Agents Platform
COMPLETE_PARAMETER_MISMATCH_ANALYSIS_JAN22_2026.md,11402,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,"# Complete Parameter Mismatch Analysis - January 22, 2026"
COMPLETE_SCHEMA_CONSOLIDATION_PLAN.md,7414,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Complete Schema Consolidation Plan
COMPLETE_SEARCH_ARCHITECTURE_DIAGRAM.md,30744,Suspicious,review-needed,no pattern matched - needs judgement,# Complete Universal Search Architecture
COMPLETE_SYNERGY_INTEGRATION_VERIFICATION.md,19744,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# ✅ COMPLETE SYNERGY INTEGRATION VERIFICATION
COMPLETE_SYSTEM_DOCUMENTATION.md,31905,Suspicious,review-needed,no pattern matched - needs judgement,# AI Agents Platform - Complete System Documentation
COMPLETE_TOOL_SCHEMA_PATTERN.md,21033,Suspicious,review-needed,no pattern matched - needs judgement,# Complete Tool Schema Pattern - All 4 Layers
COMPLETE_UNIVERSAL_SEARCH_SUMMARY.md,19733,Suspicious,review-needed,no pattern matched - needs judgement,# Complete Universal Search System Summary
COMPREHENSIVE_CALCULATOR_ANALYSIS_JAN22_2026.md,17070,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,"# Comprehensive Calculator Test Analysis - January 22, 2026"
COMPREHENSIVE_CALCULATOR_AUDIT_JAN23_2026.md,17275,Debug,git mv -> archive/analysis_reports/,analysis/audit/research content,"# COMPREHENSIVE CALCULATOR AUDIT - January 23, 2026"
COMPREHENSIVE_LOGGING_ADDED_NOV29.md,6996,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Comprehensive Function Call Logging - November 29, 2025"
COMPREHENSIVE_LOGGING_GUIDE.md,7398,Suspicious,review-needed,no pattern matched - needs judgement,# Comprehensive Logging Guide for Thread Routes
COMPREHENSIVE_MESSAGE_FIX_NOV20_V2.md,8790,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Comprehensive Message Fix - November 20, 2025 (v2)"
COMPREHENSIVE_TEST_RESULTS_DEC10.md,11252,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# Comprehensive Calculator Testing Results
COMPREHENSIVE_TEST_SUCCESS_DEC10.md,10564,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# 🎉 COMPREHENSIVE CALCULATOR TESTING - 100% SUCCESS
COMPUTER_USE_INVESTIGATION_METHODOLOGY.md,17833,Scratch,git mv -> archive/timelines_and_reports/,title contains 'investigation',# COMPUTER USE INVESTIGATION METHODOLOGY
CONFIDENCE_STYLING_REFERENCE.md,13085,Suspicious,review-needed,no pattern matched - needs judgement,# 🎨 Confidence-Based Styling Reference - Dual-Mode STT
CONFLICT_ANALYSIS_NOV19.md,14285,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# Conflict Analysis - Tool Result Bubbles Implementation
CONNECTION_DOUBLE_CLOSE_FIX_COMPLETE.md,9586,Suspicious,review-needed,no pattern matched - needs judgement,# Connection Double-Close Fix - Complete ✅
CONNECTION_LEAK_ABORTED_TRANSACTION_FIX_DEC24_2025.md,11735,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Connection Leak Fix - Aborted Transactions (December 24, 2025)"
CONNECTION_LEAK_ANALYSIS_DEC02.md,10374,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# 🔍 Connection Leak Analysis - December 2, 2025"
CONNECTION_LEAK_COMPREHENSIVE_FIX_NOV25.md,6316,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Comprehensive Connection Leak Fix - November 25, 2025"
CONNECTION_LEAK_FIX_FINAL_DEC02.md,4121,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Connection Leak Fix - Final Solution (December 2, 2025)"
CONNECTION_LEAK_FIX_NOV25.md,5100,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Database Connection Leak Fix - November 25, 2025"
CONNECTION_LEAK_FIX_NOV28.md,7554,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# 🔧 Connection Leak Fix - November 28, 2025"
CONNECTION_LEAK_FIX_NOV29.md,8502,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Database Connection Leak Fix - November 29, 2025"
CONNECTION_LEAK_FIX_QUICK_REFERENCE.md,4650,Historical,git mv -> archive/timelines_and_reports/,fix/debug/incident content,# Connection Leak Fix Summary - Quick Reference
CONNECTION_LEAK_FIXES_COMPLETE.md,9435,Scratch,git mv -> archive/timelines_and_reports/,title contains 'complete summary',# Connection Pool Leak Fixes - Complete Summary
CONNECTION_LEAK_FIXES_COMPLETE_NOV25.md,7670,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Connection Leak Fixes Complete - November 25, 2025"
CONNECTION_LEAK_FIXES_DEC18_2025.md,6679,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Connection Pool Leak Fixes - December 18, 2025"
CONNECTION_LEAK_FIXES_ROUND_2_COMPLETE.md,17087,Historical,git mv -> archive/timelines_and_reports/,fix/debug/incident content,# Connection Leak Fixes - Round 2 Complete ✅
CONNECTION_LEAK_ROOT_CAUSE_NOV25.md,7956,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Connection Leak Root Cause Analysis - November 25, 2025"
CONNECTION_LEAK_STREAMING_FIX_COMPLETE.md,9960,Scratch,git mv -> archive/timelines_and_reports/,title contains 'fix complete',# Connection Leak - Streaming Endpoint Fix Complete ✅
CONNECTION_LEAKS_FIX_STATUS_NOV25.md,9206,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Connection Leak Fixes - Status Report (November 25, 2025)"
CONNECTION_LEAKS_FIXED_NOV25.md,6165,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Connection Pool Leak Fixes - November 25, 2025"
CONNECTION_LEAKS_REMAINING_NOV25.md,13259,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Connection Leaks - Remaining Issues (November 25, 2025)"
CONNECTION_MODAL_STYLES_EXTRACTED_DEC10.md,6260,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Connection Modal Styles Complete Theme Fix - Dec 10, 2025"
CONNECTION_POOL_ASSESSMENT.md,15509,Scratch,git mv -> archive/timelines_and_reports/,title contains 'assessment',# Connection Pool Implementation Assessment
CONNECTION_POOL_EXHAUSTION_COMPLETE_FIX_JAN6.md,9614,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,# Connection Pool Exhaustion - Complete Fix Summary
CONNECTION_POOL_EXHAUSTION_FIX_ML_ROUTES.md,8252,Suspicious,review-needed,no pattern matched - needs judgement,# Connection Pool Exhaustion Fix - ML Routes
CONNECTION_POOL_EXHAUSTION_FIX_NOV22.md,7533,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Connection Pool Exhaustion Fix - November 22, 2025"
CONNECTION_POOL_EXHAUSTION_FIX_V2_JAN6.md,9521,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,# Connection Pool Exhaustion Fix V2 - ML Routes
CONNECTION_POOL_FINAL_FIX_NOV25.md,8409,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Connection Pool Final Fix - November 25, 2025"
CONNECTION_POOL_FIX_COMPLETE.md,8786,Scratch,git mv -> archive/timelines_and_reports/,title contains 'fix complete',# Connection Pool Fix Complete ✅
CONNECTION_POOL_FIXES_NOV25.md,7551,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Connection Pool Exhaustion Fixes - November 25, 2025"
CONNECTION_POOL_ISOLATION_LEVEL_FIX.md,7837,Suspicious,review-needed,no pattern matched - needs judgement,# Connection Pool Isolation Level Fix - CRITICAL
CONNECTION_POOL_LEAK_FIX.md,5605,Suspicious,review-needed,no pattern matched - needs judgement,# Database Connection Pool Leak Fix
CONNECTION_POOL_LEAK_FIX_DEC16_2025.md,6767,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Supabase Connection Pool Leak Fix - December 16, 2025"
CONNECTION_POOL_LEAK_FIX_DEC6_2025.md,6946,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Connection Pool Leak Fix - December 6, 2025"
CONNECTION_POOL_LEAK_FIX_DEC8_2025.md,11976,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# 🔌 Connection Pool Exhaustion Fix - December 8, 2025"
CONNECTION_POOL_LEAK_FIX_DEC9_2025.md,8605,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Connection Pool Leak Fix - December 9, 2025"
CONNECTION_POOL_LEAK_FIX_NOV25.md,9339,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Connection Pool Leak Fix - November 25, 2025"
CONNECTION_POOL_LEAK_FIX_NOV30.md,6249,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Connection Pool Leak Fix - November 30, 2025"
CONNECTION_ROUTES_INDENTATION_FIX_DEC9.md,7479,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# 🐛 Critical Bug Fix - connection_routes.py Indentation Error
CONSECUTIVE_USER_MESSAGES_FIX_NOV18.md,7314,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Consecutive User Messages Bug Fix (November 18, 2025)"
CONSOLE_COMMANDS_FORCE_MODULES.md,9245,Suspicious,review-needed,no pattern matched - needs judgement,# 🎮 Console Commands - Force Show Modules
CONSOLE_COMMANDS_READY_TO_USE.md,10798,Suspicious,review-needed,no pattern matched - needs judgement,# Prime Chat Panel Issues - Console Commands Ready
CONSOLE_COMMANDS_WORKING_VERSION.md,9094,Suspicious,review-needed,no pattern matched - needs judgement,# 🎮 Working Console Commands - Fixed Version
CONSTRUCTION_SIGNS_ALIGNED_JAN23_2026.md,7970,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,"# Construction Signs Calculator Alignment Complete (Jan 23, 2026)"
CONSTRUCTION_SIGNS_REAUDIT_JAN23_2026.md,19746,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,# Construction Signs - JSON-First Re-Audit
CONSTRUCTION_SIGNS_SHOPIFY_VALIDATION_JAN23_2026.md,13436,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,# Construction Signs - Shopify Website Validation Results
CONSTRUCTION_SIGNS_TXT_VS_BACKEND_COMPARISON_JAN23_2026.md,8786,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,# Construction Signs TXT vs Backend Comparison
CONSTRUCTION_SIGNS_TXT_VS_JSON_COMPARISON_JAN23_2026.md,14122,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,# Construction Signs - TXT vs JSON Comparison Analysis
CONTAINER_ID_RENAME_COMPLETE_NOV19.md,9281,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Container ID Rename Complete - November 19, 2025"
CONV_SYNC_FIX_DEC15_2025.md,9645,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Conversation Sync Fix - December 15, 2025"
CONVERSATION_HISTORY_BUG_FIX_NOV22.md,10690,Historical,git mv -> archive/timelines_and_reports/,fix/debug/incident content,"# Conversation History Bug Fix - November 22, 2025"
CONVERSATION_HISTORY_FORMAT_PROOF.md,15371,Suspicious,review-needed,no pattern matched - needs judgement,# 🔍 PROOF: Conversation History Format & Order
CONVERSATION_HISTORY_SYSTEM_ANALYSIS.md,26818,Suspicious,review-needed,no pattern matched - needs judgement,# Conversation History System Analysis
CONVERSATION_SYNC_FIX_NOV22.md,8696,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Conversation Sync Fix - November 22, 2025 ✅"
CONVERSATION_TRUNCATION_LOOP_FIX_JAN19_2026.md,15553,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,"# CONVERSATION TRUNCATION LOOP FIX - January 19, 2026"
CONVERT_SQL_PLACEHOLDERS_BUG_AUDIT_NOV25.md,12477,Historical,git mv -> archive/timelines_and_reports/,fix/debug/incident content,"# convert_sql_placeholders() Bug Audit - November 25, 2024"
COPILOT_INSTRUCTIONS_ANALYSIS_NOV29.md,8894,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Copilot Instructions Analysis - November 29, 2025"
COPY_CONVERSATION_QUICK_START.md,3184,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Copy Thread Conversation - Quick Start Guide
CORE_FILES_INVENTORY_AND_TESTING.md,13798,Suspicious,review-needed,no pattern matched - needs judgement,# Core Files Inventory & Testing Plan
CORE_FILES_TEST_RESULTS.md,9297,Scratch,git mv -> archive/timelines_and_reports/,title contains 'test results',# Core Files Test Results
CORFLUTE_A-FRAME_TXT_VS_BACKEND_COMPARISON_JAN23_2026.md,6902,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,# Corflute Insert A-Frame TXT vs Backend Comparison
CORFLUTE_CALCULATORS_ASSESSMENT_JAN23_2026.md,9704,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# CORFLUTE CALCULATORS - Consolidated Assessment
CORRECT_ARCHITECTURE_FIX_DEC11.md,9829,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# ✅ CORRECT ARCHITECTURE FIX - December 11, 2025"
CREDENTIAL_POPULATION_COMPLETE.md,26697,Scratch,git mv -> archive/timelines_and_reports/,title contains 'complete implementation',# 🎯 Credential Population Feature - Complete Implementation
CREDENTIAL_POPULATION_DEBUG.md,2354,Suspicious,review-needed,no pattern matched - needs judgement,# 🔧 Quick Fix - Credential Population Debug
CREDENTIAL_SECURITY_FINAL_IMPLEMENTATION_NOV29.md,24208,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# 🔐 Credential Security Final Implementation - Complete
CREDENTIAL_SECURITY_IMPROVEMENTS_NOV29.md,20600,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# 🔐 Credential Security Improvements - November 29, 2025"
CREDENTIAL_SYSTEM_ARCHEOLOGY_COMPLETE.md,50149,Suspicious,review-needed,no pattern matched - needs judgement,# Code Archeology Analysis - Credential System & Platform Integration
CRITICAL_DISCOVERY_MULTI_LAYER_MISMATCH_JAN23_2026.md,18428,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,"# CRITICAL DISCOVERY: Multi-Layer Format Mismatch - January 23, 2026"
CRITICAL_ISSUES_FOUND_DEC10.md,7298,Historical,git mv -> archive/timelines_and_reports/,dated 2025,# CRITICAL ISSUES FOUND - AI Workflow Testing
CRITICAL_WRAPPER_MISMATCHES_JAN23_2026.md,7248,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,# CRITICAL: Calculator Wrapper Mismatches Found
CROSS_DEVICE_SYNC_IMPLEMENTATION.md,21496,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Cross-Device Synchronization Implementation
CSS_EXTRACTOR_DYNAMIC_ELEMENTS.md,9065,Suspicious,review-needed,no pattern matched - needs judgement,# CSS Extractor - Working with Dynamic Elements
CSS_EXTRACTOR_GUIDE.md,10979,Scratch,git mv -> archive/timelines_and_reports/,title contains 'complete guide',# CSS Extractor Tool - Complete Guide
CSS_EXTRACTOR_IMPLEMENTATION_COMPLETE.md,10805,Scratch,git mv -> archive/timelines_and_reports/,title contains 'complete summary',# CSS Extractor Implementation - Complete Summary
CSS_EXTRACTOR_QUICK_START.md,5007,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# CSS Extractor - Quick Start Guide
CURSOR_AUDIT_communication_routes.md,8182,Scratch,git mv -> archive/timelines_and_reports/,title contains 'audit',# ✅ CURSOR MANAGEMENT AUDIT - communication_routes.py
CURSOR_LEAK_FIX_DEC6_2025.md,11178,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# 🔧 Cursor Leak Fix - December 6, 2025"
CURSOR_LEAK_FIX_ROUND2_DEC6_2025.md,7378,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Cursor Leak Fix - Round 2 - December 6, 2025"
CURSOR_MANAGEMENT_ANALYSIS_universal_search_routes.md,15191,Suspicious,review-needed,no pattern matched - needs judgement,# Cursor Management Analysis: universal_search_routes.py
CUSTOMER_HEALTH_ANALYSIS_AND_RECOMMENDATIONS.md,20373,Scratch,git mv -> archive/timelines_and_reports/,title contains 'assessment',# Customer Health/Churn Analysis - Full Assessment & Recommendations
CUSTOMER_INTELLIGENCE_BEFORE_AFTER_COMPARISON_JAN18_2026.md,10839,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Customer Intelligence Risk Logic - Before & After Comparison
CUSTOMER_INTELLIGENCE_DASHBOARD_COMPLETE.md,22797,Scratch,git mv -> archive/timelines_and_reports/,title contains 'implementation complete',# Customer Intelligence Dashboard - Implementation Complete
CUSTOMER_INTELLIGENCE_DEAD_CUSTOMER_FIX_COMPLETE_JAN18_2026.md,12758,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,# Customer Intelligence Dashboard - Dead Customer Fix COMPLETE
CUSTOMER_INTELLIGENCE_DEAD_CUSTOMER_FIX_JAN18_2026.md,17005,Scratch,git mv -> archive/timelines_and_reports/,dated 2026,# Customer Intelligence Dashboard - Dead Customer Fix
CUSTOMER_REACTIVATION_DEPLOYMENT.md,15864,Runbook,keep,matches runbook pattern,# Customer Reactivation Module - Deployment Guide
DASHBOARD_SWITCHING_DIAGNOSTIC_NOV29.md,11332,Historical,git mv -> archive/timelines_and_reports/,dated 2025,"# Dashboard Switching Diagnostic Logging - November 29, 2024"
DATA_FLOW_TRACE_DEC27.md,7095,Historical,git mv -> archive/timelines_and_reports/,dated 2025,""""""""
DATABASE_ANALYZER_ALL_PHASES_SUMMARY.md,15532,Suspicious,review-needed,no pattern matched - needs judgement,# Database Analyzer - All 5 Phases Complete ✅
DATABASE_ANALYZER_BEFORE_AFTER.md,12183,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Database Analyzer - Before vs After Comparison
DATABASE_ANALYZER_ENHANCED_COMPLETE.md,15194,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Database Structure Analyzer - Enhanced Version Complete ✅
DATABASE_ANALYZER_IMPLEMENTATION_SUMMARY.md,15308,Scratch,git mv -> archive/timelines_and_reports/,fix/progress/summary content,# Database Analyzer Enhancement - Implementation Summary
DATABASE_ANALYZER_PHASE5_COMPLETE.md,16009,Scratch,git mv -> archive/timelines_and_reports/,title contains 'phase 5',# Database Analyzer - Phase 5 Real-Time Health Checks ✅
DATABASE_ANALYZER_PHASE5_IMPLEMENTATION_COMPLETE.md,16497,Scratch,git mv -> archive/timelines_and_reports/,title contains 'implementation complete',# Database Analyzer Phase 5 - Implementation Complete ✅
